in1,in2,in3,in4,in5,in6,in7,out1,out2,out3,out4,out5,out6
0.47364917,0.178515523,0.167638715,0.541564327,0.411928917,0.918290062,0.631246673,289.5475143,533.8233364,76.95344809,0.918290062,0.411928917,0.631246673
0.403583226,0.523629342,0.981378864,0.932049241,0.640310846,0.564774421,0.232944763,426.2172344,797.8277624,112.8478318,0.564774421,0.640310846,0.232944763
0.925185203,0.807773247,0.441660777,0.156895041,0.389835762,0.762452727,0.743537987,154.9132643,611.6871328,43.54709106,0.762452727,0.389835762,0.743537987
0.187795986,0.748762168,0.327880334,0.540441612,0.92793191,0.518559133,0.183600637,289.1545641,604.3603446,30.44782968,0.518559133,0.92793191,0.183600637
0.339060311,0.157377101,0.427010403,0.81035068,0.753577718,0.809840623,0.662743743,383.6227379,629.2846929,82.42732604,0.809840623,0.753577718,0.662743743
0.152277747,0.87508203,0.519948526,0.250995122,0.736703056,0.507062197,0.263563283,187.8482926,482.3375051,11.46629151,0.507062197,0.736703056,0.263563283
0.146402393,0.616388759,0.84363753,0.888642772,0.087285282,0.930793024,0.028846521,411.0249703,735.0191742,39.02982845,0.930793024,0.087285282,0.028846521
0.951971929,0.819564461,0.017520108,0.703505668,0.012093985,0.806146456,0.209054736,346.2269837,894.6369314,200.9152944,0.806146456,0.012093985,0.209054736
0.51505695,0.598933215,0.838977928,0.403712042,0.288737633,0.467724253,0.80291254,241.2992147,580.3535622,62.3804079,0.467724253,0.288737633,0.80291254
0.606167324,0.686661086,0.750824677,0.869435811,0.089371735,0.547904917,0.929711564,404.3025338,857.9250079,158.1070737,0.547904917,0.089371735,0.929711564
0.572850818,0.147156802,0.22628032,0.615450958,0.810159471,0.278263747,0.641387397,315.4078353,587.7273839,105.7684754,0.278263747,0.810159471,0.641387397
0.262298842,0.100746664,0.954984733,0.41780398,0.930193115,0.903454028,0.346558555,246.2313931,399.6633666,32.87685008,0.903454028,0.930193115,0.346558555
0.347445395,0.964447122,0.040452481,0.525272197,0.906999253,0.231914127,0.110333816,283.8452689,690.6092277,54.75102179,0.231914127,0.906999253,0.110333816
0.253819144,0.817869646,0.650850935,0.652173008,0.639317797,0.870096551,0.529224095,328.2605526,694.0087013,49.66019829,0.870096551,0.639317797,0.529224095
0.358591721,0.877920144,0.785437673,0.899317775,0.35169959,0.454944266,0.812963213,414.7612211,858.7868536,96.74637254,0.454944266,0.35169959,0.812963213
0.364541761,0.33524434,0.362367327,0.772318544,0.90849678,0.876841765,0.105904929,370.3114905,661.1057972,84.46270859,0.876841765,0.90849678,0.105904929
0.083088004,0.706321442,0.074394313,0.326118643,0.497626264,0.752093782,0.878193873,214.141525,460.411683,8.12896416,0.752093782,0.497626264,0.878193873
0.694373399,0.711713484,0.812659666,0.506923304,0.908593266,0.616500021,0.748269736,277.4231564,704.9833729,105.5982173,0.616500021,0.908593266,0.748269736
0.23247549,0.160468073,0.718676263,0.156105563,0.737954806,0.848292985,0.39064555,154.6369472,276.2886725,10.88721519,0.848292985,0.737954806,0.39064555
0.144731984,0.873095931,0.041208926,0.936394268,0.927457932,0.616289234,0.132268702,427.7379936,822.6541127,40.65786016,0.616289234,0.927457932,0.132268702
0.027595239,0.778968329,0.304498213,0.493730671,0.925664015,0.312859697,0.464571974,272.805735,548.5062276,4.087384726,0.312859697,0.925664015,0.464571974
0.846859432,0.948228543,0.159820314,0.445274634,0.595124857,0.066118387,0.916019358,255.8461218,771.4093106,113.125507,0.066118387,0.595124857,0.916019358
0.755287342,0.419286253,0.391891332,0.248509022,0.612681033,0.365164315,0.377432275,186.9781578,517.89791,56.30871572,0.365164315,0.612681033,0.377432275
0.479917876,0.9842471,0.679230074,0.87011842,0.579652023,0.143389557,0.673179503,404.541447,901.1004539,125.2756152,0.143389557,0.579652023,0.673179503
0.030390603,0.633831416,0.91819293,0.734692059,0.642884502,0.901300898,0.605535553,357.1422208,633.4015345,6.698320405,0.901300898,0.642884502,0.605535553
0.449552586,0.641523503,0.279082396,0.299504041,0.787049671,0.834151996,0.774612818,204.8264145,522.5210428,40.39284487,0.834151996,0.787049671,0.774612818
0.087896703,0.396026612,0.687819393,0.316580827,0.889769486,0.417577126,0.117668229,210.8032895,379.2712422,8.347923255,0.417577126,0.889769486,0.117668229
0.721384221,0.401154683,0.412120331,0.665615299,0.549125857,0.715974303,0.427835284,332.9653546,713.4423752,144.049312,0.715974303,0.549125857,0.427835284
0.012763938,0.493830007,0.81465131,0.406464699,0.508782858,0.29102554,0.371785863,242.2626447,429.8808358,1.556427011,0.29102554,0.508782858,0.371785863
0.987018374,0.913774329,0.93152565,0.460426957,0.995453967,0.954683988,0.323837222,261.1494351,805.4116545,136.3349601,0.954683988,0.995453967,0.323837222
0.818307608,0.817403839,0.419623383,0.367402962,0.136448158,0.180326416,0.448991938,228.5910366,692.6293426,90.1945916,0.180326416,0.136448158,0.448991938
0.364906725,0.889317064,0.109392487,0.176971517,0.629500102,0.027447708,0.286555825,161.9400311,502.0417058,19.37342903,0.027447708,0.629500102,0.286555825
0.000259926,0.012648324,0.74068753,0.440104257,0.645846219,0.503364962,0.440241751,254.0364899,323.2791911,0.034318401,0.503364962,0.645846219,0.440241751
0.332655295,0.350704812,0.26229654,0.341639738,0.053089078,0.541717164,0.442224153,219.5739084,441.6598959,34.09448041,0.541717164,0.053089078,0.442224153
0.639359643,0.75150049,0.776190164,0.823842215,0.112943916,0.750042722,0.108087939,388.3447754,859.636141,158.0194394,0.750042722,0.112943916,0.108087939
0.213792937,0.522990506,0.406879563,0.522832814,0.030383221,0.088738316,0.019989352,282.9914851,545.6122679,33.5333889,0.088738316,0.030383221,0.019989352
0.688306097,0.414670735,0.931021906,0.164524164,0.927498848,0.992177197,0.547285944,157.5834574,458.00629,33.97289554,0.992177197,0.927498848,0.547285944
0.715768499,0.66230754,0.135707277,0.93509677,0.516933287,0.035690751,0.253293394,427.2838693,912.0673943,200.7938433,0.035690751,0.516933287,0.253293394
0.117230753,0.595284023,0.481190579,0.593347628,0.713166037,0.224397409,0.107934093,307.6716699,574.802508,20.86757672,0.224397409,0.713166037,0.107934093
0.677557601,0.383138493,0.856669085,0.334581126,0.825458358,0.57821929,0.594216235,217.1033942,532.4645865,68.00939555,0.57821929,0.825458358,0.594216235
0.977601743,0.559226587,0.501468166,0.984093078,0.931574265,0.424705199,0.815952833,444.4325774,976.2536217,288.6153326,0.424705199,0.931574265,0.815952833
0.513282475,0.034081292,0.460058449,0.883879225,0.443652903,0.067714503,0.712294742,409.3577288,678.7805543,136.1039148,0.067714503,0.443652903,0.712294742
0.504008466,0.874191608,0.520671626,0.145384975,0.244324322,0.492565922,0.234774065,150.8847412,517.2425059,21.98257746,0.492565922,0.244324322,0.234774065
0.579842893,0.713712725,0.186398092,0.158047294,0.767904664,0.365277375,0.243125786,155.3165529,502.4125516,27.49278007,0.365277375,0.767904664,0.243125786
0.964537205,0.434677564,0.303456004,0.937376275,0.702659697,0.063762964,0.74048355,428.0816964,918.49183,271.2402879,0.063762964,0.702659697,0.74048355
0.752895136,0.303362488,0.198956361,0.819032108,0.870907563,0.368494362,0.214906576,386.6612377,773.5804598,184.9935871,0.368494362,0.870907563,0.214906576
0.171393452,0.309527562,0.554941617,0.335371022,0.875362691,0.060426009,0.61516069,217.3798577,387.9157644,17.24411912,0.060426009,0.875362691,0.61516069
0.656080435,0.132747867,0.516174744,0.297639892,0.984569555,0.249212899,0.903659431,204.1739624,446.0270217,58.58271302,0.249212899,0.984569555,0.903659431
0.04241776,0.16474448,0.695414289,0.137175377,0.85545193,0.947224379,0.75660049,148.0113819,220.3782483,1.745601655,0.947224379,0.85545193,0.75660049
0.354943278,0.19561486,0.38974143,0.38328021,0.334433749,0.786029639,0.299224732,234.1480736,429.2796397,40.81282034,0.786029639,0.334433749,0.299224732
0.424229906,0.129620191,0.449350545,0.24619432,0.578854575,0.984040917,0.598715831,186.1680119,361.559684,31.33289791,0.984040917,0.578854575,0.598715831
0.367899505,0.852565517,0.460435965,0.688239827,0.239815204,0.463334657,0.908192195,340.8839393,749.2361688,75.96092751,0.463334657,0.239815204,0.908192195
0.709018106,0.660784816,0.923891204,0.212787454,0.013580199,0.011265951,0.416439962,174.4756089,548.8444575,45.26104727,0.011265951,0.013580199,0.416439962
0.500986009,0.571667937,0.818910584,0.5713214,0.151999748,0.674116347,0.336042742,299.96249,653.8241864,85.86720847,0.674116347,0.151999748,0.336042742
0.61553483,0.482052632,0.212600531,0.962699059,0.985882019,0.983854234,0.240031825,436.9446708,855.7463952,177.7724406,0.983854234,0.985882019,0.240031825
0.417257675,0.449950832,0.904386582,0.031736941,0.343435348,0.115058826,0.85126565,111.1079293,332.6705969,3.972744627,0.115058826,0.343435348,0.85126565
0.668912621,0.359031875,0.236496867,0.849524746,0.973152191,0.545293015,0.622018346,397.3336611,781.7484969,170.4773473,0.545293015,0.973152191,0.622018346
0.090312465,0.715895247,0.81692796,0.791283396,0.245326392,0.379076915,0.850211545,376.9491885,697.1936258,21.43882619,0.379076915,0.245326392,0.850211545
0.087056253,0.941242028,0.118587939,0.020331242,0.50689285,0.624999916,0.209565598,107.1159348,367.2401915,0.530988529,0.624999916,0.50689285,0.209565598
0.603999153,0.319773163,0.758594197,0.225907366,0.396686938,0.059331936,0.158208626,179.0675781,443.8967619,40.93435731,0.059331936,0.396686938,0.158208626
0.471893196,0.855278085,0.068971652,0.987188394,0.81479243,0.076959475,0.039084324,445.515938,925.3870174,139.7542459,0.076959475,0.81479243,0.039084324
0.897065273,0.47181984,0.053611715,0.838180764,0.451670493,0.435061084,0.467976403,393.3632675,861.3116602,225.5708567,0.435061084,0.451670493,0.467976403
0.824449237,0.72627915,0.112147835,0.506373835,0.499505857,0.543987119,0.970116151,277.2308421,740.869014,125.2438565,0.543987119,0.499505857,0.970116151
0.136542887,0.461107209,0.807344067,0.425181534,0.006319495,0.535422699,0.6009486,248.8135369,462.0032911,17.41665431,0.535422699,0.006319495,0.6009486
0.478132316,0.368929085,0.554435759,0.101777777,0.882379815,0.381857263,0.936701229,135.6222221,362.6542391,14.59897335,0.381857263,0.882379815,0.936701229
0.094973474,0.423107596,0.707137628,0.515475541,0.533642611,0.065527637,0.368748603,280.4164393,487.2580379,14.68695081,0.065527637,0.533642611,0.368748603
0.003567489,0.406544146,0.875375789,0.617144317,0.214192685,0.662169474,0.217507071,316.0005109,511.1000673,0.66049672,0.662169474,0.214192685,0.217507071
0.319211295,0.232914399,0.254823676,0.203156322,0.625225389,0.735942789,0.669317321,171.1047129,339.6095849,19.45493784,0.735942789,0.625225389,0.669317321
0.537205935,0.053544671,0.259519969,0.111996209,0.608399722,0.350430158,0.85571781,139.1986733,303.6857562,18.04950853,0.350430158,0.608399722,0.85571781
0.50172276,0.690741858,0.294080722,0.837690556,0.919206441,0.477498023,0.121929938,393.1916947,816.9614325,126.0865253,0.477498023,0.919206441,0.121929938
0.407075369,0.998151663,0.017460474,0.818793499,0.86060211,0.055047372,0.582682523,386.5777245,860.7035072,99.99319963,0.055047372,0.86060211,0.582682523
0.710069394,0.336917288,0.572965546,0.040912055,0.291509275,0.606806197,0.023685845,114.3192193,382.2026981,8.715119476,0.606806197,0.291509275,0.023685845
0.070143875,0.211668393,0.516210977,0.379862207,0.798114168,0.941759964,0.830149697,232.9517723,360.3841702,7.993502113,0.941759964,0.798114168,0.830149697
0.773803175,0.543982865,0.786989384,0.948510441,0.075429245,0.488904914,0.920669895,431.9786544,903.7017305,220.1881173,0.488904914,0.075429245,0.920669895
9.16E-01,0.901674478,0.770272065,0.539720903,0.855660328,0.115574979,0.804327633,288.9023162,824.2789827,148.3152469,0.115574979,0.855660328,0.804327633
0.682809816,0.033099448,0.84383468,0.039510124,0.944359772,0.909970726,0.689135251,113.8285435,298.7323781,8.093370182,0.909970726,0.944359772,0.689135251
0.911557585,0.825019856,0.363189609,0.520997508,0.949228853,0.019361504,0.956547787,282.3491277,794.6431141,142.4757689,0.019361504,0.949228853,0.956547787
0.821304969,0.200963566,0.995387727,0.138932101,0.980816827,0.777813466,0.060668292,148.6262354,425.0331844,34.23168755,0.777813466,0.980816827,0.060668292
0.095231667,0.588297602,0.169708218,0.832178907,0.092486984,0.08454025,0.429284903,391.2626176,686.9717708,23.77493539,0.08454025,0.092486984,0.429284903
0.666868552,0.215811288,0.357396771,0.686261257,0.143446182,0.256429135,0.218239274,340.1914399,663.8005883,137.2938152,0.256429135,0.143446182,0.218239274
0.913579841,0.701267873,0.181962816,0.816915446,0.474977929,0.611205788,0.419068707,385.920406,912.1696514,223.8952448,0.611205788,0.474977929,0.419068707
0.944352073,0.294419981,0.023998153,0.356250012,0.624385724,0.686095822,0.033733721,224.6875043,587.8180196,100.9276313,0.686095822,0.624385724,0.033733721
0.902234194,0.428768129,0.715959037,0.616987096,0.922221882,0.864981062,0.548312241,315.9454835,741.2441287,167.0000565,0.864981062,0.922221882,0.548312241
0.728461387,0.712527716,0.935507072,0.595205608,0.447708133,0.697756163,0.4312992,308.321963,757.8500799,130.075291,0.697756163,0.447708133,0.4312992
0.74987587,0.516118981,0.876176991,0.499143762,0.842306612,0.498481198,0.939358027,274.7003166,666.0705936,112.2887588,0.498481198,0.842306612,0.939358027
0.63025812,0.993853036,0.730176745,0.816113259,0.283079103,0.993174975,0.025292589,385.6396406,914.0844185,154.3086026,0.993174975,0.283079103,0.025292589
0.786281548,0.908521107,0.684051981,0.918967243,0.721519182,0.07902173,0.927930856,421.6385349,983.1842851,216.7700959,0.07902173,0.721519182,0.927930856
0.740392643,0.313802058,0.455651255,0.771700606,0.374626209,0.659836738,0.476514486,370.0952119,749.3989781,171.4084353,0.659836738,0.374626209,0.476514486
0.981475242,0.402877523,0.157355462,0.393087581,0.998568248,0.32765235,0.447020887,237.5806533,642.6319815,115.7417185,0.32765235,0.998568248,0.447020887
0.857950348,0.124887792,0.92937551,0.035290498,0.854747834,0.661879403,0.156416397,112.3516742,363.3547839,9.083248416,0.661879403,0.854747834,0.156416397
0.37363786,0.600516316,0.712906472,0.449486104,0.745407432,0.208159606,0.929529229,257.3201364,568.281596,50.38350778,0.208159606,0.745407432,0.929529229
0.369896786,0.959803527,0.545245209,0.679649038,0.170880764,0.437332605,0.773482085,337.8771635,772.2495975,75.41999849,0.437332605,0.170880764,0.773482085
0.535030889,0.944076232,0.03054883,0.240095055,0.422840344,0.088886723,0.020776694,184.0332691,589.8243075,38.53748115,0.088886723,0.422840344,0.020776694
0.229536742,0.509444542,0.703893345,0.334226911,0.093915305,0.147066019,0.739212394,216.979419,451.8587767,23.01520692,0.147066019,0.093915305,0.739212394
0.292217357,0.422011125,0.258810521,0.457658791,0.018430001,0.934826112,0.786497799,260.180577,507.3865161,40.12075271,0.934826112,0.018430001,0.786497799
0.634501321,0.511424471,0.08236716,0.635816284,0.291776946,0.564514276,0.84917886,322.5356993,704.3895897,121.0278815,0.564514276,0.291776946,0.84917886
0.287729606,0.389669949,0.06767945,0.518917117,0.298545968,0.869256919,0.339016345,281.620991,528.8084472,44.79234531,0.869256919,0.298545968,0.339016345
0.491942214,0.732663393,0.51953339,0.725332413,0.059193895,0.33273507,0.938852633,353.8663447,768.8176082,107.0464899,0.33273507,0.059193895,0.938852633
0.038977606,0.797478287,0.883761822,0.279795184,0.606665555,0.68771202,0.384442807,197.9283143,449.0115651,3.271723956,0.68771202,0.606665555,0.384442807
0.263641181,0.937362287,0.338525286,0.209707415,0.287682079,0.567188461,0.342832358,173.3975954,505.1045746,16.58625317,0.567188461,0.287682079,0.342832358
0.677744233,0.692008214,0.038307421,0.748399609,0.299584003,0.915648912,0.121983709,361.9398633,816.6379164,152.1670557,0.915648912,0.299584003,0.121983709
0.135002134,0.697474879,0.370959337,0.732649308,0.783892777,0.25476411,0.287013282,356.4272579,674.4439075,29.67276602,0.25476411,0.783892777,0.287013282
0.745085128,0.142573787,0.997827584,0.322833905,0.76540159,0.65621081,0.219144195,212.9918667,483.3316812,72.16162243,0.65621081,0.76540159,0.219144195
0.783766923,0.607669519,0.116945615,0.11725567,0.202140389,0.879915482,0.660441431,141.0394846,506.4869454,27.57033475,0.879915482,0.202140389,0.660441431
0.144284413,0.319163054,0.209200611,0.426453888,0.107168991,0.578224449,0.834310731,249.2588609,429.0888108,18.45919466,0.578224449,0.107168991,0.834310731
0.897495763,0.889777631,0.781529501,0.797509202,0.997751874,0.383579621,0.365477955,379.1282206,945.5729495,214.7283389,0.383579621,0.997751874,0.365477955
0.320968798,0.88644466,0.231383993,0.640364855,0.84667557,0.162821087,0.56397341,324.1276993,722.0357922,61.66114141,0.162821087,0.84667557,0.56397341
0.175382686,0.522468573,0.895329102,0.343914725,0.882038119,0.119305879,0.040890549,220.3701538,446.4201773,18.09500651,0.119305879,0.882038119,0.040890549
0.408404178,0.474840573,0.8819708,0.606638394,0.439519585,0.683613093,0.011931312,312.3234381,624.130385,74.32609646,0.683613093,0.439519585,0.011931312
0.267680205,0.349126375,0.56704316,0.128215289,0.586268512,0.163364357,0.710200995,144.8753512,318.3092895,10.29620846,0.163364357,0.586268512,0.710200995
0.082952298,0.499648121,0.186043479,0.564653058,0.939597911,0.041479802,0.859758764,297.6285705,527.9766341,14.0517806,0.041479802,0.939597911,0.859758764
0.708256779,0.174344825,0.514038316,0.109626199,0.743991684,0.420343959,0.340355881,138.3691695,375.4635003,23.29304947,0.420343959,0.743991684,0.340355881
0.325388121,0.165400874,0.826108056,0.816807813,0.534054353,0.042926811,0.447623939,385.8827346,631.1011554,79.73386796,0.042926811,0.534054353,0.447623939
0.542904631,0.268249814,0.833956316,0.551855456,0.62015668,0.398551922,0.995110082,293.1494095,578.7163392,89.88146479,0.398551922,0.62015668,0.995110082
0.811689024,0.726206417,0.499439905,0.355625035,0.334831386,0.702996872,0.835547901,224.4687623,662.286378,86.59708133,0.702996872,0.334831386,0.835547901
0.787276794,0.411369149,0.934765351,0.126163017,0.283226389,0.562311328,0.348035654,144.1570558,462.7429941,29.79756457,0.562311328,0.283226389,0.348035654
0.303089598,0.763837151,0.203295476,0.995596928,0.21937714,0.307605131,0.556560684,448.4589247,864.5301513,90.5265219,0.307605131,0.21937714,0.556560684
0.706083113,0.06702295,0.775913879,0.561864018,0.489020034,0.10199601,0.22105891,296.6524064,574.2085251,119.0168086,0.10199601,0.489020034,0.22105891
0.185800131,0.356664533,0.998748692,0.215960625,0.705006797,0.537246285,0.160397036,175.5862188,343.5964784,12.0376537,0.537246285,0.705006797,0.160397036
0.95546596,0.285568843,0.856646175,0.448471974,0.410584254,0.472359572,0.81444689,256.965191,634.4946877,128.5499116,0.472359572,0.410584254,0.81444689
0.004886435,0.807099041,0.525797145,0.852298795,0.50612224,0.062563222,0.521631154,398.3045781,729.1457665,1.249410854,0.062563222,0.50612224,0.521631154
0.726011593,0.58864585,0.413326742,0.863422628,0.70960312,0.724389767,0.357673172,402.19792,860.375675,188.0564513,0.724389767,0.70960312,0.357673172
